CMDLINE /home/vkumar/work/personal/vhere/vhereapp/venv/bin/python3 main.py
MEM 96.535156 1601837668.4882
MEM 96.535156 1601837668.5889
MEM 96.535156 1601837668.6896
MEM 96.535156 1601837668.7903
MEM 96.535156 1601837668.8911
MEM 96.535156 1601837668.9918
MEM 96.535156 1601837669.0928
MEM 96.535156 1601837669.1937
MEM 96.535156 1601837669.2945
MEM 96.535156 1601837669.3953
MEM 96.535156 1601837669.4960
MEM 96.535156 1601837669.5967
MEM 96.535156 1601837669.6975
MEM 96.535156 1601837669.7986
MEM 96.535156 1601837669.8992
MEM 96.535156 1601837669.9999
MEM 96.535156 1601837670.1006
MEM 96.535156 1601837670.2015
MEM 96.535156 1601837670.3022
MEM 96.535156 1601837670.4026
MEM 96.535156 1601837670.5034
MEM 96.535156 1601837670.6047
MEM 96.535156 1601837670.7056
MEM 96.535156 1601837670.8065
MEM 96.535156 1601837670.9075
MEM 96.535156 1601837671.0082
MEM 96.535156 1601837671.1092
MEM 96.535156 1601837671.2102
MEM 96.535156 1601837671.3111
MEM 96.535156 1601837671.4122
MEM 96.535156 1601837671.5129
MEM 96.535156 1601837671.6137
MEM 96.535156 1601837671.7145
MEM 96.535156 1601837671.8154
MEM 96.535156 1601837671.9162
MEM 96.535156 1601837672.0169
MEM 96.535156 1601837672.1177
MEM 96.535156 1601837672.2181
MEM 96.535156 1601837672.3189
MEM 96.535156 1601837672.4198
MEM 96.535156 1601837672.5202
MEM 96.535156 1601837672.6209
MEM 96.535156 1601837672.7218
MEM 96.535156 1601837672.8225
MEM 96.535156 1601837672.9234
MEM 96.535156 1601837673.0243
MEM 96.535156 1601837673.1251
MEM 96.535156 1601837673.2258
MEM 96.535156 1601837673.3266
MEM 96.535156 1601837673.4275
MEM 96.535156 1601837673.5281
MEM 96.535156 1601837673.6290
MEM 96.535156 1601837673.7299
MEM 96.535156 1601837673.8308
MEM 96.535156 1601837673.9317
MEM 96.535156 1601837674.0322
MEM 96.535156 1601837674.1325
MEM 96.535156 1601837674.2328
MEM 96.535156 1601837674.3331
MEM 96.535156 1601837674.4334
MEM 96.535156 1601837674.5337
MEM 96.535156 1601837674.6339
MEM 96.535156 1601837674.7343
MEM 96.535156 1601837674.8345
MEM 96.535156 1601837674.9348
MEM 96.535156 1601837675.0352
MEM 96.535156 1601837675.1355
MEM 96.535156 1601837675.2361
MEM 96.535156 1601837675.3366
MEM 96.535156 1601837675.4373
MEM 96.535156 1601837675.5381
MEM 96.535156 1601837675.6389
MEM 96.535156 1601837675.7397
MEM 96.535156 1601837675.8405
MEM 96.535156 1601837675.9414
MEM 96.535156 1601837676.0421
MEM 96.535156 1601837676.1425
MEM 96.535156 1601837676.2433
MEM 96.535156 1601837676.3440
MEM 96.535156 1601837676.4449
MEM 96.535156 1601837676.5456
MEM 96.535156 1601837676.6465
MEM 96.535156 1601837676.7474
MEM 96.535156 1601837676.8478
MEM 96.535156 1601837676.9485
MEM 96.535156 1601837677.0492
MEM 96.535156 1601837677.1500
MEM 96.535156 1601837677.2504
MEM 96.535156 1601837677.3513
MEM 96.535156 1601837677.4523
MEM 96.535156 1601837677.5530
MEM 96.535156 1601837677.6538
MEM 96.535156 1601837677.7546
MEM 96.535156 1601837677.8553
MEM 96.535156 1601837677.9562
MEM 96.535156 1601837678.0570
MEM 96.535156 1601837678.1578
MEM 96.535156 1601837678.2583
MEM 96.535156 1601837678.3591
MEM 96.535156 1601837678.4598
MEM 96.535156 1601837678.5603
MEM 96.535156 1601837678.6610
MEM 96.535156 1601837678.7616
MEM 96.535156 1601837678.8624
MEM 96.535156 1601837678.9633
MEM 96.535156 1601837679.0641
MEM 96.535156 1601837679.1648
MEM 96.535156 1601837679.2656
MEM 96.535156 1601837679.3664
MEM 96.535156 1601837679.4672
MEM 96.535156 1601837679.5679
MEM 96.535156 1601837679.6688
MEM 96.535156 1601837679.7694
MEM 96.535156 1601837679.8702
MEM 96.535156 1601837679.9711
MEM 96.535156 1601837680.0718
MEM 96.535156 1601837680.1726
MEM 96.535156 1601837680.2734
MEM 96.535156 1601837680.3739
MEM 96.535156 1601837680.4743
MEM 96.535156 1601837680.5746
MEM 96.535156 1601837680.6753
MEM 96.535156 1601837680.7763
MEM 96.535156 1601837680.8770
MEM 96.535156 1601837680.9778
MEM 96.535156 1601837681.0786
MEM 96.535156 1601837681.1795
MEM 96.535156 1601837681.2804
MEM 96.535156 1601837681.3811
MEM 96.535156 1601837681.4820
MEM 96.535156 1601837681.5828
MEM 96.535156 1601837681.6837
MEM 96.535156 1601837681.7846
MEM 96.535156 1601837681.8850
MEM 96.535156 1601837681.9858
MEM 96.535156 1601837682.0862
MEM 96.535156 1601837682.1869
MEM 96.535156 1601837682.2876
MEM 96.535156 1601837682.3881
MEM 96.535156 1601837682.4888
MEM 96.535156 1601837682.5896
MEM 96.535156 1601837682.6904
MEM 96.535156 1601837682.7913
MEM 96.535156 1601837682.8924
MEM 96.535156 1601837682.9936
MEM 96.535156 1601837683.0944
MEM 96.535156 1601837683.1953
MEM 96.535156 1601837683.2963
MEM 96.535156 1601837683.3967
MEM 96.535156 1601837683.4975
MEM 96.535156 1601837683.5983
MEM 96.535156 1601837683.6991
MEM 96.535156 1601837683.8000
MEM 96.535156 1601837683.9010
MEM 96.535156 1601837684.0019
MEM 96.535156 1601837684.1028
MEM 96.535156 1601837684.2036
MEM 96.535156 1601837684.3046
MEM 96.535156 1601837684.4053
MEM 96.535156 1601837684.5060
MEM 96.535156 1601837684.6068
MEM 96.535156 1601837684.7077
MEM 96.535156 1601837684.8086
MEM 96.535156 1601837684.9095
MEM 96.535156 1601837685.0103
MEM 96.535156 1601837685.1110
MEM 96.535156 1601837685.2117
MEM 96.535156 1601837685.3125
MEM 96.535156 1601837685.4135
MEM 96.535156 1601837685.5139
MEM 96.535156 1601837685.6147
MEM 96.535156 1601837685.7156
MEM 96.535156 1601837685.8165
MEM 96.535156 1601837685.9174
MEM 96.535156 1601837686.0182
MEM 96.535156 1601837686.1190
MEM 96.535156 1601837686.2197
MEM 96.535156 1601837686.3206
MEM 96.535156 1601837686.4215
MEM 96.535156 1601837686.5220
MEM 96.535156 1601837686.6229
MEM 96.535156 1601837686.7238
MEM 96.535156 1601837686.8250
MEM 96.535156 1601837686.9258
MEM 96.535156 1601837687.0267
MEM 96.535156 1601837687.1274
MEM 96.535156 1601837687.2282
MEM 96.535156 1601837687.3290
MEM 96.535156 1601837687.4298
MEM 96.535156 1601837687.5302
MEM 96.535156 1601837687.6310
MEM 96.535156 1601837687.7318
MEM 96.535156 1601837687.8327
MEM 96.535156 1601837687.9336
MEM 96.535156 1601837688.0343
MEM 96.535156 1601837688.1352
MEM 96.535156 1601837688.2359
MEM 96.535156 1601837688.3368
MEM 96.535156 1601837688.4375
MEM 96.535156 1601837688.5380
MEM 96.535156 1601837688.6388
MEM 96.535156 1601837688.7398
MEM 96.535156 1601837688.8408
MEM 96.535156 1601837688.9418
MEM 96.535156 1601837689.0423
MEM 96.535156 1601837689.1431
MEM 96.535156 1601837689.2441
MEM 96.535156 1601837689.3450
MEM 96.535156 1601837689.4458
MEM 96.535156 1601837689.5462
MEM 96.535156 1601837689.6469
MEM 96.535156 1601837689.7477
MEM 96.535156 1601837689.8485
MEM 96.535156 1601837689.9495
MEM 96.535156 1601837690.0502
MEM 96.535156 1601837690.1511
MEM 96.535156 1601837690.2524
MEM 96.535156 1601837690.3534
MEM 96.535156 1601837690.4542
MEM 96.535156 1601837690.5547
MEM 96.535156 1601837690.6555
MEM 96.535156 1601837690.7565
MEM 96.535156 1601837690.8573
MEM 96.535156 1601837690.9583
MEM 96.535156 1601837691.0587
MEM 96.535156 1601837691.1595
MEM 96.535156 1601837691.2603
MEM 96.535156 1601837691.3610
MEM 96.535156 1601837691.4620
MEM 96.535156 1601837691.5628
MEM 96.535156 1601837691.6637
MEM 96.535156 1601837691.7646
MEM 96.535156 1601837691.8654
MEM 96.535156 1601837691.9662
MEM 96.535156 1601837692.0669
MEM 96.535156 1601837692.1679
MEM 96.535156 1601837692.2685
MEM 96.535156 1601837692.3693
MEM 96.535156 1601837692.4702
MEM 96.535156 1601837692.5708
MEM 96.535156 1601837692.6715
MEM 96.535156 1601837692.7724
MEM 96.535156 1601837692.8731
MEM 96.535156 1601837692.9740
MEM 96.535156 1601837693.0749
MEM 96.535156 1601837693.1759
MEM 96.535156 1601837693.2767
MEM 96.535156 1601837693.3775
MEM 96.535156 1601837693.4783
MEM 96.535156 1601837693.5787
MEM 96.535156 1601837693.6793
MEM 96.535156 1601837693.7803
MEM 96.535156 1601837693.8813
MEM 96.535156 1601837693.9821
MEM 96.535156 1601837694.0830
MEM 96.535156 1601837694.1839
MEM 96.535156 1601837694.2847
MEM 96.535156 1601837694.3855
MEM 96.535156 1601837694.4864
MEM 96.535156 1601837694.5868
MEM 96.535156 1601837694.6876
MEM 96.535156 1601837694.7884
MEM 96.535156 1601837694.8891
MEM 96.535156 1601837694.9900
MEM 96.535156 1601837695.0908
MEM 96.535156 1601837695.1912
MEM 96.535156 1601837695.2919
MEM 96.535156 1601837695.3928
MEM 96.535156 1601837695.4936
MEM 96.535156 1601837695.5940
MEM 96.535156 1601837695.6947
MEM 96.535156 1601837695.7956
MEM 96.535156 1601837695.8966
MEM 96.535156 1601837695.9973
MEM 96.535156 1601837696.0976
MEM 96.535156 1601837696.1985
MEM 96.535156 1601837696.2990
MEM 96.535156 1601837696.3997
MEM 96.535156 1601837696.5005
MEM 96.535156 1601837696.6012
MEM 96.535156 1601837696.7019
MEM 96.535156 1601837696.8028
MEM 96.535156 1601837696.9037
MEM 96.535156 1601837697.0046
MEM 96.535156 1601837697.1051
MEM 96.535156 1601837697.2059
MEM 96.535156 1601837697.3066
MEM 96.535156 1601837697.4073
MEM 96.535156 1601837697.5080
MEM 96.535156 1601837697.6086
MEM 96.535156 1601837697.7092
MEM 96.535156 1601837697.8099
MEM 96.535156 1601837697.9108
MEM 96.535156 1601837698.0117
MEM 96.535156 1601837698.1127
MEM 96.535156 1601837698.2130
MEM 96.535156 1601837698.3133
MEM 96.535156 1601837698.4137
MEM 96.535156 1601837698.5141
MEM 96.535156 1601837698.6150
MEM 96.535156 1601837698.7154
MEM 96.535156 1601837698.8161
MEM 96.535156 1601837698.9169
MEM 96.535156 1601837699.0178
MEM 96.535156 1601837699.1186
MEM 96.535156 1601837699.2192
MEM 96.535156 1601837699.3200
MEM 96.535156 1601837699.4208
MEM 96.535156 1601837699.5216
MEM 96.535156 1601837699.6222
MEM 96.535156 1601837699.7231
MEM 96.535156 1601837699.8238
MEM 96.535156 1601837699.9248
MEM 96.535156 1601837700.0256
MEM 96.535156 1601837700.1265
MEM 96.535156 1601837700.2274
MEM 96.535156 1601837700.3284
MEM 96.535156 1601837700.4291
MEM 96.535156 1601837700.5301
MEM 96.535156 1601837700.6305
MEM 96.535156 1601837700.7311
MEM 96.535156 1601837700.8318
MEM 96.535156 1601837700.9322
MEM 96.535156 1601837701.0329
MEM 96.535156 1601837701.1337
MEM 96.535156 1601837701.2343
MEM 96.535156 1601837701.3350
MEM 96.535156 1601837701.4356
MEM 96.535156 1601837701.5365
MEM 96.535156 1601837701.6372
MEM 96.535156 1601837701.7379
MEM 96.535156 1601837701.8387
MEM 96.535156 1601837701.9393
MEM 96.535156 1601837702.0397
MEM 96.535156 1601837702.1403
MEM 96.535156 1601837702.2406
MEM 96.535156 1601837702.3410
MEM 96.535156 1601837702.4418
MEM 96.535156 1601837702.5425
MEM 96.535156 1601837702.6432
MEM 96.535156 1601837702.7439
MEM 96.535156 1601837702.8449
MEM 96.535156 1601837702.9455
MEM 96.535156 1601837703.0462
MEM 96.535156 1601837703.1469
MEM 96.535156 1601837703.2474
MEM 96.535156 1601837703.3482
MEM 96.535156 1601837703.4487
MEM 96.535156 1601837703.5495
MEM 96.535156 1601837703.6500
MEM 96.535156 1601837703.7509
MEM 96.535156 1601837703.8518
MEM 96.535156 1601837703.9526
MEM 96.535156 1601837704.0529
MEM 96.535156 1601837704.1537
MEM 96.535156 1601837704.2544
MEM 96.535156 1601837704.3553
MEM 96.535156 1601837704.4563
MEM 96.535156 1601837704.5571
MEM 96.535156 1601837704.6578
MEM 96.535156 1601837704.7587
MEM 96.535156 1601837704.8597
MEM 96.535156 1601837704.9607
MEM 96.535156 1601837705.0615
MEM 96.535156 1601837705.1624
MEM 96.535156 1601837705.2634
MEM 96.535156 1601837705.3645
MEM 96.535156 1601837705.4652
MEM 96.535156 1601837705.5661
MEM 96.535156 1601837705.6669
MEM 96.535156 1601837705.7677
MEM 96.535156 1601837705.8685
MEM 96.535156 1601837705.9694
MEM 96.535156 1601837706.0702
MEM 96.535156 1601837706.1706
MEM 96.535156 1601837706.2715
MEM 96.535156 1601837706.3725
MEM 96.535156 1601837706.4734
MEM 96.535156 1601837706.5742
MEM 96.535156 1601837706.6748
MEM 96.535156 1601837706.7754
MEM 96.535156 1601837706.8764
MEM 96.535156 1601837706.9770
MEM 96.535156 1601837707.0774
MEM 96.535156 1601837707.1781
MEM 96.535156 1601837707.2790
MEM 96.535156 1601837707.3798
MEM 96.535156 1601837707.4806
MEM 96.535156 1601837707.5815
MEM 96.535156 1601837707.6822
MEM 96.535156 1601837707.7828
MEM 96.535156 1601837707.8834
MEM 96.535156 1601837707.9844
MEM 96.535156 1601837708.0849
MEM 96.535156 1601837708.1857
MEM 96.535156 1601837708.2866
MEM 96.535156 1601837708.3875
MEM 96.535156 1601837708.4884
MEM 96.535156 1601837708.5892
MEM 96.535156 1601837708.6902
MEM 96.535156 1601837708.7912
MEM 96.535156 1601837708.8922
MEM 96.535156 1601837708.9926
MEM 96.535156 1601837709.0929
MEM 96.535156 1601837709.1937
MEM 96.535156 1601837709.2942
MEM 96.535156 1601837709.3946
MEM 96.535156 1601837709.4952
MEM 96.535156 1601837709.5959
MEM 96.535156 1601837709.6963
MEM 96.535156 1601837709.7972
MEM 96.535156 1601837709.8979
MEM 96.535156 1601837709.9983
MEM 96.535156 1601837710.0990
MEM 96.535156 1601837710.1995
MEM 96.535156 1601837710.2999
MEM 96.535156 1601837710.4003
MEM 96.535156 1601837710.5010
MEM 96.535156 1601837710.6020
MEM 96.535156 1601837710.7028
MEM 96.535156 1601837710.8035
MEM 96.535156 1601837710.9044
MEM 96.535156 1601837711.0051
MEM 96.535156 1601837711.1056
MEM 96.535156 1601837711.2063
MEM 96.535156 1601837711.3072
MEM 96.535156 1601837711.4079
MEM 96.535156 1601837711.5083
MEM 96.535156 1601837711.6088
MEM 96.535156 1601837711.7095
MEM 96.535156 1601837711.8105
MEM 96.535156 1601837711.9113
MEM 96.535156 1601837712.0122
MEM 96.535156 1601837712.1127
MEM 96.535156 1601837712.2131
MEM 96.535156 1601837712.3135
MEM 96.535156 1601837712.4144
MEM 96.535156 1601837712.5153
MEM 96.535156 1601837712.6163
MEM 96.535156 1601837712.7170
MEM 96.535156 1601837712.8178
MEM 96.535156 1601837712.9185
MEM 96.535156 1601837713.0188
MEM 96.535156 1601837713.1192
MEM 96.535156 1601837713.2195
MEM 96.535156 1601837713.3204
MEM 96.535156 1601837713.4212
MEM 96.535156 1601837713.5217
MEM 96.535156 1601837713.6223
MEM 96.535156 1601837713.7230
MEM 96.535156 1601837713.8234
MEM 96.535156 1601837713.9244
MEM 96.535156 1601837714.0253
MEM 96.535156 1601837714.1261
MEM 96.535156 1601837714.2265
MEM 96.535156 1601837714.3268
MEM 96.535156 1601837714.4271
MEM 96.535156 1601837714.5280
MEM 96.535156 1601837714.6289
MEM 96.535156 1601837714.7297
MEM 96.535156 1601837714.8306
MEM 96.535156 1601837714.9314
MEM 96.535156 1601837715.0322
MEM 96.535156 1601837715.1329
MEM 96.535156 1601837715.2333
MEM 96.535156 1601837715.3340
MEM 96.535156 1601837715.4348
MEM 96.535156 1601837715.5353
MEM 96.535156 1601837715.6360
MEM 96.535156 1601837715.7367
MEM 96.535156 1601837715.8372
MEM 96.535156 1601837715.9379
MEM 96.535156 1601837716.0387
MEM 96.535156 1601837716.1391
MEM 96.535156 1601837716.2396
MEM 96.535156 1601837716.3399
MEM 96.535156 1601837716.4403
MEM 96.535156 1601837716.5406
MEM 96.535156 1601837716.6410
MEM 96.535156 1601837716.7418
MEM 96.535156 1601837716.8426
MEM 96.535156 1601837716.9435
MEM 96.535156 1601837717.0443
MEM 96.535156 1601837717.1449
MEM 96.535156 1601837717.2457
MEM 96.535156 1601837717.3465
MEM 96.535156 1601837717.4474
MEM 96.535156 1601837717.5484
MEM 96.535156 1601837717.6488
MEM 96.535156 1601837717.7491
MEM 96.535156 1601837717.8500
MEM 96.535156 1601837717.9509
MEM 96.535156 1601837718.0516
MEM 96.535156 1601837718.1521
MEM 96.535156 1601837718.2529
MEM 96.535156 1601837718.3538
MEM 96.535156 1601837718.4546
MEM 96.535156 1601837718.5555
MEM 96.535156 1601837718.6561
MEM 96.535156 1601837718.7568
MEM 96.535156 1601837718.8575
MEM 96.535156 1601837718.9583
MEM 96.535156 1601837719.0592
MEM 96.535156 1601837719.1604
MEM 96.535156 1601837719.2613
MEM 96.535156 1601837719.3621
MEM 96.535156 1601837719.4630
MEM 96.535156 1601837719.5640
MEM 96.535156 1601837719.6645
MEM 96.535156 1601837719.7653
MEM 96.535156 1601837719.8662
MEM 96.535156 1601837719.9671
MEM 96.535156 1601837720.0678
MEM 96.535156 1601837720.1687
MEM 96.535156 1601837720.2696
MEM 96.535156 1601837720.3704
MEM 96.535156 1601837720.4713
MEM 96.535156 1601837720.5722
MEM 96.535156 1601837720.6726
MEM 96.535156 1601837720.7730
MEM 96.535156 1601837720.8733
MEM 96.535156 1601837720.9740
MEM 96.535156 1601837721.0749
MEM 96.535156 1601837721.1758
MEM 96.535156 1601837721.2767
MEM 96.535156 1601837721.3774
MEM 96.535156 1601837721.4781
MEM 96.535156 1601837721.5790
MEM 96.535156 1601837721.6797
MEM 96.535156 1601837721.7808
MEM 96.535156 1601837721.8816
MEM 96.535156 1601837721.9824
MEM 96.535156 1601837722.0832
MEM 96.535156 1601837722.1842
MEM 96.535156 1601837722.2849
MEM 96.535156 1601837722.3855
MEM 96.535156 1601837722.4864
MEM 96.535156 1601837722.5873
MEM 96.535156 1601837722.6879
MEM 96.535156 1601837722.7888
MEM 96.535156 1601837722.8898
MEM 96.535156 1601837722.9907
MEM 96.535156 1601837723.0916
MEM 96.535156 1601837723.1926
MEM 96.535156 1601837723.2936
MEM 96.535156 1601837723.3940
MEM 96.535156 1601837723.4948
MEM 96.535156 1601837723.5959
MEM 96.535156 1601837723.6965
MEM 96.535156 1601837723.7974
MEM 96.535156 1601837723.8982
MEM 96.535156 1601837723.9991
MEM 96.535156 1601837724.0999
MEM 96.535156 1601837724.2008
MEM 96.535156 1601837724.3016
MEM 96.535156 1601837724.4026
MEM 96.535156 1601837724.5034
MEM 96.535156 1601837724.6044
MEM 96.535156 1601837724.7047
MEM 96.535156 1601837724.8055
MEM 96.535156 1601837724.9064
MEM 96.535156 1601837725.0072
MEM 96.535156 1601837725.1082
MEM 96.535156 1601837725.2091
MEM 96.535156 1601837725.3100
MEM 96.535156 1601837725.4110
MEM 96.535156 1601837725.5117
MEM 96.535156 1601837725.6124
MEM 96.535156 1601837725.7127
MEM 96.535156 1601837725.8135
MEM 96.535156 1601837725.9143
MEM 96.535156 1601837726.0152
MEM 96.535156 1601837726.1161
MEM 96.535156 1601837726.2170
MEM 96.535156 1601837726.3179
MEM 96.535156 1601837726.4188
MEM 96.535156 1601837726.5195
MEM 96.535156 1601837726.6203
MEM 96.535156 1601837726.7207
MEM 96.535156 1601837726.8216
MEM 96.535156 1601837726.9225
MEM 96.535156 1601837727.0233
MEM 96.535156 1601837727.1242
MEM 96.535156 1601837727.2248
MEM 96.535156 1601837727.3256
MEM 96.535156 1601837727.4264
MEM 96.535156 1601837727.5272
MEM 96.535156 1601837727.6280
MEM 96.535156 1601837727.7286
MEM 96.535156 1601837727.8293
MEM 96.535156 1601837727.9299
MEM 96.535156 1601837728.0308
MEM 96.535156 1601837728.1314
MEM 96.535156 1601837728.2322
MEM 96.535156 1601837728.3328
MEM 96.535156 1601837728.4335
MEM 96.535156 1601837728.5339
MEM 96.535156 1601837728.6347
MEM 96.535156 1601837728.7354
MEM 96.535156 1601837728.8363
MEM 96.535156 1601837728.9371
MEM 96.535156 1601837729.0380
MEM 96.535156 1601837729.1384
MEM 96.535156 1601837729.2392
MEM 96.535156 1601837729.3398
MEM 96.535156 1601837729.4407
MEM 96.535156 1601837729.5411
MEM 96.535156 1601837729.6417
MEM 96.535156 1601837729.7421
MEM 96.535156 1601837729.8428
MEM 96.535156 1601837729.9436
MEM 96.535156 1601837730.0445
MEM 96.535156 1601837730.1452
MEM 96.535156 1601837730.2456
MEM 96.535156 1601837730.3459
MEM 96.535156 1601837730.4463
MEM 96.535156 1601837730.5470
MEM 96.535156 1601837730.6474
MEM 96.535156 1601837730.7478
MEM 96.535156 1601837730.8483
MEM 96.535156 1601837730.9489
MEM 96.535156 1601837731.0495
MEM 96.535156 1601837731.1499
MEM 96.535156 1601837731.2502
MEM 96.535156 1601837731.3505
MEM 96.535156 1601837731.4509
MEM 96.535156 1601837731.5512
MEM 96.535156 1601837731.6515
MEM 96.535156 1601837731.7519
MEM 96.535156 1601837731.8522
MEM 96.535156 1601837731.9530
MEM 96.535156 1601837732.0537
MEM 96.535156 1601837732.1546
MEM 96.535156 1601837732.2552
MEM 96.535156 1601837732.3562
MEM 96.535156 1601837732.4569
MEM 96.535156 1601837732.5578
MEM 96.535156 1601837732.6587
MEM 96.535156 1601837732.7594
MEM 96.535156 1601837732.8600
MEM 96.535156 1601837732.9608
MEM 96.535156 1601837733.0614
MEM 96.535156 1601837733.1621
MEM 96.535156 1601837733.2626
MEM 96.535156 1601837733.3629
MEM 96.535156 1601837733.4638
MEM 96.535156 1601837733.5647
MEM 96.535156 1601837733.6652
MEM 96.535156 1601837733.7657
MEM 96.535156 1601837733.8664
MEM 96.535156 1601837733.9672
MEM 96.535156 1601837734.0679
MEM 96.535156 1601837734.1688
MEM 96.535156 1601837734.2696
MEM 96.535156 1601837734.3704
MEM 96.535156 1601837734.4714
MEM 96.535156 1601837734.5722
MEM 96.535156 1601837734.6726
MEM 96.535156 1601837734.7731
MEM 96.535156 1601837734.8739
MEM 96.535156 1601837734.9748
MEM 96.535156 1601837735.0757
MEM 96.535156 1601837735.1767
MEM 96.535156 1601837735.2774
MEM 96.535156 1601837735.3784
MEM 96.535156 1601837735.4791
MEM 96.535156 1601837735.5798
MEM 96.535156 1601837735.6803
MEM 96.535156 1601837735.7808
MEM 96.535156 1601837735.8817
MEM 96.535156 1601837735.9826
MEM 96.535156 1601837736.0835
MEM 96.535156 1601837736.1844
MEM 96.535156 1601837736.2852
MEM 96.535156 1601837736.3860
MEM 96.535156 1601837736.4869
MEM 96.535156 1601837736.5879
MEM 96.535156 1601837736.6885
MEM 96.535156 1601837736.7892
MEM 96.535156 1601837736.8901
MEM 96.535156 1601837736.9911
MEM 96.535156 1601837737.0921
MEM 96.535156 1601837737.1931
MEM 96.535156 1601837737.2936
MEM 96.535156 1601837737.3939
MEM 96.535156 1601837737.4948
MEM 96.535156 1601837737.5958
MEM 96.535156 1601837737.6965
MEM 96.535156 1601837737.7972
MEM 96.535156 1601837737.8981
MEM 96.535156 1601837737.9990
MEM 96.535156 1601837738.0999
MEM 96.535156 1601837738.2009
MEM 96.535156 1601837738.3019
MEM 96.535156 1601837738.4028
MEM 96.535156 1601837738.5037
MEM 96.535156 1601837738.6047
MEM 96.535156 1601837738.7055
MEM 96.535156 1601837738.8063
MEM 96.535156 1601837738.9073
MEM 96.535156 1601837739.0079
MEM 96.535156 1601837739.1088
MEM 96.535156 1601837739.2096
MEM 96.535156 1601837739.3105
MEM 96.535156 1601837739.4114
MEM 96.535156 1601837739.5124
MEM 96.535156 1601837739.6132
MEM 96.535156 1601837739.7142
MEM 96.535156 1601837739.8151
MEM 96.535156 1601837739.9161
MEM 96.535156 1601837740.0169
MEM 96.535156 1601837740.1173
MEM 96.535156 1601837740.2182
MEM 96.535156 1601837740.3190
MEM 96.535156 1601837740.4199
MEM 96.535156 1601837740.5205
MEM 96.535156 1601837740.6213
MEM 96.535156 1601837740.7220
MEM 96.535156 1601837740.8229
MEM 96.535156 1601837740.9239
MEM 96.535156 1601837741.0248
MEM 96.535156 1601837741.1256
MEM 96.535156 1601837741.2265
MEM 96.535156 1601837741.3275
MEM 96.535156 1601837741.4284
MEM 96.535156 1601837741.5291
MEM 96.535156 1601837741.6300
MEM 96.535156 1601837741.7308
MEM 96.535156 1601837741.8316
MEM 96.535156 1601837741.9326
MEM 96.535156 1601837742.0333
MEM 96.535156 1601837742.1343
MEM 96.535156 1601837742.2351
MEM 96.535156 1601837742.3360
MEM 96.535156 1601837742.4368
MEM 96.535156 1601837742.5378
MEM 96.535156 1601837742.6387
MEM 96.535156 1601837742.7397
MEM 96.535156 1601837742.8406
MEM 96.535156 1601837742.9415
MEM 96.535156 1601837743.0421
MEM 96.535156 1601837743.1429
MEM 96.535156 1601837743.2436
MEM 96.535156 1601837743.3443
MEM 96.535156 1601837743.4452
MEM 96.535156 1601837743.5458
MEM 96.535156 1601837743.6468
MEM 96.535156 1601837743.7477
MEM 96.535156 1601837743.8483
MEM 96.535156 1601837743.9492
MEM 96.535156 1601837744.0502
MEM 96.535156 1601837744.1512
MEM 96.535156 1601837744.2519
MEM 96.535156 1601837744.3527
MEM 96.535156 1601837744.4535
MEM 96.535156 1601837744.5543
MEM 96.535156 1601837744.6547
MEM 96.535156 1601837744.7555
MEM 96.535156 1601837744.8564
MEM 96.535156 1601837744.9572
